名称,レア度,タイプ,主属性,副属性,攻撃,体力,回復,とっくん,出典,リダ攻倍率,倍率スキル,付与できる状態異常,スキル,リーダースキル,とくもり,きらめきオーラ
カズマ,★6,バランス,緑,,2070,3880,680,なし,シート,4.25,攻撃エンハ×7.0; 与ダメアップ(確率)×2.0(LS時のみ),,2ターンの間、このカードとこのカードに隣接するカードの攻撃力を7倍にし、相手全体の攻撃力を50％減少させる,味方全体の攻撃力を2.5倍、体力を3倍にし、相手に与えるダメージを70％の確率で2倍にする,,
カズマ,★7,バランス,緑,,4702,9220,1598,込み,シート,5.1,攻撃エンハ×8.0; 与ダメアップ(確率)×2.0(LS時のみ),,2ターンの間、このカードとこのカードに隣接するカードの攻撃力を8倍にし、相手全体の攻撃力を70％減少させる,味方全体の攻撃力を3倍、体力を3.5倍にし、相手に与えるダメージを70％の確率で2倍にする,,
カップリス,★5,こうげき,,,,,,,シート,1.3,,,自属性ぷよを1個 プリズムボールに変化させる,味方全体の全能力値が1.3倍になる,,
カッポ,★6,たいりょく,黄,,1344,5880,302,なし,シート,1.0,,,相手単体に、このカードの最大体力×12の タフネス貫通属性攻撃,味方全体の紫属性からの被ダメージが0.5倍になる,,
カッポ,★7,たいりょく,黄,,3014,12796,887,込み,シート,1.0,,,相手単体に、このカードの「最大体力」×70の タフネス貫通属性攻撃,味方全体が受ける紫属性ダメージを70%カットする,,
カティア,★6,たいりょく,青,,1609,4801,201,なし,シート,1.4,与ダメアップ(確率)×5.0(LS時のみ),怯え×2,敵単体に「こうげき」×10の属性攻撃を与え、 さらに相手を5ターン「怯え」状態にする,青属性カードが相手に与えるダメージを10％の確率で5倍にする,,
カティア,★7,たいりょく,青,,3372,10962,751,込み,シート,2.1,与ダメアップ(確率)×5.0(LS時のみ),怯え×2,相手単体にこのカードの「こうげき」×15の 属性攻撃を与え、  5ターンの間、「怯え」状態にする,青属性カードの攻撃力を1.5倍、体力を2.5倍にし、 相手に与えるダメージを10％の確率で5倍にする,,
カナリナ,★6,たいりょく,黄,,2278,6980,540,込み,シート,2.0,,,相手単体にたいりょくタイプが「最大体力」×20の属性攻撃,黄属性カードとたいりょくタイプの攻撃力を2倍、体力を3倍にする,,
カバルーン,★5,たいりょく,,,,,,,シート,1.0,,,自分の体力を0にして、相手全体に最大体力 ×4の属性攻撃,,,
カボチャ王国,★6,たいりょく,,,,,,,シート,3.4,攻撃エンハ×2.5; n連鎖以上×1.7(LS時のみ),,１ターンの間、スタメンの属性数×0.3倍で 全カードの攻撃力をアップさせる（最大2.5倍）,味方全体の攻撃力を2倍にし、2連鎖以上で味方全体の攻撃力がさらに1.7倍になる,,
カボチャ王国,★7,たいりょく,,,,,,,シート,4.0,攻撃エンハ×3.0; n連鎖以上×2.0(LS時のみ),,1ターンの間、スタメンの属性数×0.4倍で味方全体の攻撃力をアップさせる(最大3倍),味方全体の攻撃力と体力を2倍にし、2連鎖以上で味方全体の攻撃力をさらに2倍にする,,
カボメッツ,★6,たいりょく,赤,紫,1810,4840,210,なし,シート,3.0,n属性以上の同時攻撃×3.5,,赤属性カードとたいりょくタイプの攻撃力減少、回復力減少を解除し、2ターンの間、2属性以上の同時攻撃で赤属性カードとたいりょくタイプの攻撃力を3.5倍にする,赤属性カードとたいりょくタイプの攻撃力を3倍、体力を2.5倍にし、通常攻撃時のみハートBOXを1個消すごとにスキル発動ぷよ数を1減らす クエスト出発時1回のみ色ぷよをランダムで2個ハートBOXに変える,,
カボメッツ,★7,たいりょく,赤,紫,3643,11028,763,込み,シート,3.5,n属性以上の同時攻撃×4.0,,赤属性カードとたいりょくタイプの攻撃力減少、回復力減少を解除し、2ターンの間、2属性以上の同時攻撃で赤属性カードとたいりょくタイプの攻撃力を4倍にする,赤属性カードとたいりょくタイプの攻撃力を3.5倍、体力を3倍にし、通常攻撃時のみハートBOXを1個消すごとにスキル発動ぷよ数を1減らす クエスト出発時1回のみ色ぷよをランダムで3個ハートBOXに変える,,
カマリ,★6,こうげき,赤,緑,2000,2699,201,なし,シート,2.0,攻撃エンハ×2.5,,1ターンの間、味方の赤属性と緑属性カードの 攻撃力が2.5倍になる,味方全体の赤属性と緑属性の攻撃力が2倍になる,,
カマリ,★7,こうげき,赤,緑,4600,6381,726,込み,シート,3.5,攻撃エンハ×3.5,,1ターンの間、赤属性カードと緑属性カードの攻撃力を3.5倍にし、フィールド上の好きな場所の色ぷよ、ハートBOX、おじゃまぷよ、かたぷよを10個まで自色ぷよにぬりかえる,赤属性カードと緑属性カードの攻撃力と体力を3.5倍にする,,
カラ松,★6,こうげき,青,,3113,5520,673,込み,シート,2.5,,,2ターンの間、全カードの通常攻撃を 全体攻撃にする,スタメンのコンビネーション｢ボーイズ｣を持つ カードが1枚増えるごとに 全属性の体力と攻撃力の倍率に0.25倍プラス,,
カリーナ＆ライアン,★6,バランス,青,黄,,,,,シート,3.5,,怯え×2,相手全体を1ターンの間、「怯え」「凍結」状態にする さらに2ターンの間、なぞり消し数を5個増やし、同時消し係数を4.5倍にする,味方全体の攻撃力を3.5倍、体力を3.2倍にし、青属性と黄属性を含む攻撃でネクストぷよをランダムで1個チャンスぷよに変える,,
カルエ,★6,こうげき,黄,,2904,4647,569,込み,シート,2.0,,,きいろぷよを2個プリズムボールに変化させる,味方全体の黄属性の攻撃力が2倍になる,,
カレン,★6,たいりょく,青,,1987,4596,217,なし,シート,3.2,,,,青属性カードの体力を1.5倍、攻撃力を3.2倍にする,,
カレン,★7,たいりょく,青,,3882,10613,773,込み,シート,4.2,,,,青属性カードの攻撃力を4.2倍、体力を2.5倍にする,,
カレン ver.美樹さやか,★6,バランス,青,,2070,3850,690,なし,シート,3.0,n属性以上の同時攻撃×3.5,,2ターンの間、2属性以上の同時攻撃で青属性カードとバランスタイプの攻撃力を3.5倍にする さらに2ターンの間、フィールド上の色ぷよをランダムで2個「プラス状態」にする,青属性カードとバランスタイプの攻撃力を3倍、体力を2.5倍にし、クエスト開始時1回のみネクストぷよをすべてあおぷよに変える,,
カレン ver.美樹さやか,★7,バランス,青,,4452,8675,1512,込み,シート,3.5,n属性以上の同時攻撃×4.0,,2ターンの間、2属性以上の同時攻撃で青属性カードとバランスタイプの攻撃力を4倍にする さらに2ターンの間、フィールド上の色ぷよをランダムで3個「プラス状態」にする,青属性カードとバランスタイプの攻撃力を3.5倍、体力を3倍にし、クエスト開始時から1ターンの間、ネクストぷよをすべてあおぷよに変える,,
カロン,★6,バランス,青,,1904,3686,766,なし,シート,2.8,,,1ターンの間、バランスタイプをどの色の連鎖でも攻撃するようにする（通常攻撃のみ）,バランスタイプの攻撃力と体力を2.8倍にする,,
カロン,★7,バランス,青,,4461,8929,1714,込み,シート,3.8,,,1ターンの間、バランスタイプの通常攻撃をどの色の連鎖でも攻撃するようにし、色ぷよを消したときに発生する数値を1.2倍にする,バランスタイプの攻撃力を3.8倍にし、体力を3.5倍にする,,
カワタロウ,★6,こうげき,緑,,1937,2918,206,なし,シート,2.0,,,フィールド上のぷよをすべてリセットし、その後3ターンの間、ネクストぷよをすべて みどりぷよに変える,緑属性カードの攻撃力が2倍になる,,
カワタロウ,★7,こうげき,緑,,4499,6704,732,込み,シート,3.0,攻撃エンハ(特盛無条件)×2.5,,3ターンの間、ネクストぷよをみどりぷよに変える さらにフィールドをリセットし、その直後に落ちてくる色ぷよを連鎖のタネに変える,緑属性カードの攻撃力と体力を3倍にする,緑属性カードの攻撃力を2.5倍にする,
カヲル,★6,バランス,黄,,2883,5900,1151,込み,シート,3.0,攻撃エンハ×2.0; 同時攻撃の属性数×3.0(LS時のみ),,1ターンの間、全カードの攻撃力を2倍にし、全カードの通常攻撃を全体攻撃にする,味方全体の体力を2.4倍にし、さらに2属性以上の同時攻撃で1属性につき攻撃倍率に0.5倍プラス（最大3倍）,,
カヲル ver.エヴァコラボ2022,★6,バランス,黄,,1910,3750,680,なし,シート,2.5,,,フィールド上の色ぷよ、ハートBOX、おじゃまぷよ、かたぷよを2個までプリズムボールにぬりかえ、さらにこのターン1回のみ直後に発動した味方1体のスキルを再度発動可能にする,黄属性カードとバランスタイプの攻撃力と体力を2.5倍にし、クエスト開始時1回のみネクストぷよをすべてきいろぷよに変える,,
カヲル ver.エヴァコラボ2022,★7,バランス,黄,,4220,8525,1498,込み,シート,3.0,,,フィールド上の色ぷよ、ハートBOX、おじゃまぷよ、かたぷよを3個までプリズムボールにぬりかえ、さらにこのターン1回のみ直後に発動した味方1体のスキルを再度発動可能にする,黄属性カードとバランスタイプの攻撃力と体力を3倍にし、クエスト開始時1回のみネクストぷよをすべてきいろぷよに変える,,
カヲル ver.プラグスーツ,★6,こうげき,黄,,3076,5602,656,込み,シート,2.6,,,敵単体に「こうげき」×24の属性攻撃を与え、さらに相手の「ターン」に＋3する,スタメンのカードが2色以上から1色増えるごとに全属性の体力と攻撃力の倍率に0.4倍プラス（最大2.6倍）,,
カヲルリス,★5,バランス,黄,,46,110,30,込み,シート,1.0,,,,,,
カンガエルー,★6,バランス,緑,,1703,3456,756,なし,シート,1.8,,,相手単体に、バランスタイプの攻撃力の 合計×6倍で単体属性攻撃,バランスタイプの体力と攻撃力が1.8倍になる,,
カンガエルー,★7,バランス,緑,,4070,8384,1661,込み,シート,3.0,攻撃エンハ×3.8,,相手全体にバランスタイプの「こうげき」の合計×15の属性攻撃を与える その後3ターンの間、バランスタイプの攻撃力と回復力を3.8倍にする,バランスタイプの攻撃力と体力を3倍にする,味方全体の体力を1.5倍にする,
カーテンコールのセリリ,★6,たいりょく,青,,1720,5100,300,なし,シート,3.0,,,フィールド上の色ぷよをランダムで6個プリズムボールに変え、色ぷよをすべてあおぷよに変える その後色ぷよをランダムで1個チャンスぷよに変える,青属性カードの攻撃力を3倍、体力を2.5倍にし、体力が0になっても1回のみ「体力1」で踏みとどまる,,
カーテンコールのセリリ,★7,たいりょく,青,,3522,11470,885,込み,シート,3.5,,,フィールド上の色ぷよをランダムで10個プリズムボールに変え、色ぷよをすべてあおぷよに変える その後色ぷよをランダムで3個チャンスぷよに変える,青属性カードの攻撃力を3.5倍、体力を3.2倍にし、体力が0になっても1回のみ「体力1」で踏みとどまる,,
